#SEED: 0.4536700777243823
SAT0,-37.549709249932484,152.97906037565878,412.17486660310203
SAT1,18.596305923243605,-73.32160265002666,646.8229211150367
SAT2,27.82827967124426,118.08944571268819,382.6022256063314
SAT3,-70.82915024368128,179.83678199554925,521.4155633194273
SAT4,68.56118381181946,-91.97675322287947,646.6186362463311
SAT5,-84.55678012210706,-59.25074543367886,508.78364927088205
SAT6,13.78783137606203,73.88560673763169,696.7869998143872
SAT7,27.917989170857823,73.52799090037527,350.572802449522
SAT8,36.93957410154107,53.41277884788849,611.5004265037588
SAT9,73.6987708090846,-176.31185372055938,361.96116258636425
SAT10,47.696329598176135,-142.75930828392399,549.2474596480173
SAT11,46.837183118875004,-97.29651171515728,609.214100529327
SAT12,-39.067348930598186,22.820963664536464,335.29164534519657
SAT13,-45.02352512792892,-114.3885300918125,658.0706192329658
SAT14,-0.0960526169998559,109.89729896772468,652.901259156844
SAT15,27.336739183617595,86.53977694020932,544.5676878068989
SAT16,-15.6528057714944,22.63986009482676,460.6496738425777
SAT17,-17.12880398050484,-168.85080194618357,476.8288760414969
SAT18,50.60355452457452,-26.766667340418024,541.2994542726792
SAT19,71.03004870338248,57.562462113953984,524.2146437691956
ROUTE,42.47693873234664,-29.86023188206687,35.50260877514127,131.06494150069898
